id,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209
3000001,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,918,913,912,912,912,912,912,912,912,912,912,912,811,811,811,787
3000002,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
3000003,489,489,489,489,489,489,489,489,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363,363
3000004,904,904,904,904,904,904,904,904,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,849,843,843,843,843,843,843,843,843,843,843,843,843,843,754
3000005,171,171,171,171,171,171,171,171,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
3000006,979,979,979,979,979,979,979,979,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,890,423,423,423,423,423,423,423,423,423,423,423,423,423,423
3000007,1951,1951,1951,1951,1951,1951,1951,1951,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1814,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
3000008,1154,1154,1154,1154,1154,1154,1154,1154,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,818
3000009,670,670,670,670,670,670,670,670,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,111,111,111,111,111,111,111,111,111,111,111,111,111,99
3000010,1245,1245,1245,1245,1245,1245,1245,1245,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,106,103,103,103,103,103,103,103,103,103,103,103,103,103,103
3000011,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716
3000012,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,77,77,77,77,77,77,77,77,77,77,77,71,71,71,71
3000013,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,494,484,484,484,484,484,484,484,484,484,484,484,484
3000014,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476,1476
3000015,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2482,2472,2472,2472,2472,2472,2472,2472,2472,2472,2472,2472,2472
3000016,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3485,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475,3475
3000017,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4487,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478,4478
3000018,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5485,5476,5476,5476,5476,5476,5476,5476,5476,5476,5476,5476,5476
3000019,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6488,6479,6479,6479,6479,6479,6479,6479,6479,6479,6479,6479,6479
3000020,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7491,7482,7482,7482,7482,7482,7482,7482,7482,7482,7482,7482,7482
3000021,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8490,8480,8480,8480,8480,8480,8480,8480,8480,8480,8480,8480,8480
3000022,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,9493,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8838
3000023,10496,10496,10496,10496,10496,10496,10496,10496,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,10428,9658,9652,9652,9652,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,7996
3000024,10211,10211,10211,10211,10211,10211,10211,10211,10072,10072,10072,10072,10072,10072,10072,10072,10072,10072,10072,10072,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,10033,9313,9307,9307,9307,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7208,7199
3000025,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9697,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9530,9065,9059,9059,9059,6465,6465,6465,6465,6465,6465,6465,6465,6465,6465,6465,6455
3000026,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9264,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,9109,8923,8918,8918,8918,5798,5798,5798,5798,5798,5798,5798,5798,5798,5798,5798,5790
3000027,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8923,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,8786,5241,5241,5241,5241,5241,5241,5241,5241,5241,5241,5241,5235
3000028,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8684,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,8566,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4827,4823
3000029,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8557,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,8460,4598,4598,4598,4598,4598,4598,4598,4598,4598,4598,4598,4597
3000030,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8546,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,8471,4582,4582,4582,4582,4582,4582,4582,4582,4582,4582,4582,4506
3000031,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8651,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8600,8042,8042,8042,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4573,4359
3000032,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8868,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,8840,7528,7528,7528,4653,4653,4653,4653,4653,4653,4653,4653,4653,4653,4653,4436
3000033,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9121,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,9042,7119,7119,7119,4938,4938,4938,4938,4938,4938,4938,4938,4938,4938,4938,4727
3000034,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8895,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,8849,6829,6829,6829,5398,5398,5398,5398,5398,5398,5398,5398,5398,5398,5398,5199
3000035,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,8061,6679,6679,6679,5989,5989,5989,5989,5989,5989,5989,5989,5989,5989,5989,5805
3000036,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,7265,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6677,6511
3000037,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6526,6519,6519,6519,6519,6519,6519,6519,6519,6519,6519,6519,6519,6519,6519,5977
3000038,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5867,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5865,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5860,5494
3000039,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5312,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,5306,5160
3000040,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4901,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896,4896
3000041,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4664,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657,4657
3000042,4616,4616,4616,4616,4616,4616,4616,4616,4615,4615,4615,4615,4615,4615,4615,4615,4615,4615,4615,4615,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4614,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4612,4611
